lat,lng,pricePersqft
17.82472,83.38942,6533.333333333333
17.88938,83.45031,3833.3333333333335
17.88938,83.45031,6033.333333333333
17.88938,83.45031,5766.666666666667
17.88938,83.45031,3083.3333333333335
38.89037,-77.03196,5483.333333333333
17.88938,83.45031,3250.0
17.827,83.37067,4066.6666666666665
17.88938,83.45031,3616.6666666666665
17.72862,83.29206,4866.666666666667
17.88938,83.45031,3766.6666666666665
17.88938,83.45031,2850.0
17.88938,83.45031,6133.333333333333
17.88938,83.45031,6400.0
17.80187,83.35313,4225.0
17.88938,83.45031,5700.0
17.82472,83.38942,7650.0
17.92468,83.4348,3350.0
17.88938,83.45031,6450.0
17.88938,83.45031,6500.0
17.88938,83.45031,3700.0
17.88938,83.45031,4425.0
17.89603,83.43796,3000.0
17.84435,83.39618,5533.333333333333
17.84004,83.40335,4966.666666666667
17.82457,83.38922,4983.333333333333
17.84435,83.39618,2050.0
17.83548,83.23762,3366.6666666666665
6.2376,80.16205,4133.333333333333
17.80147,83.22367,3150.0
14.68611,77.5991,4100.0
17.88938,83.45031,3083.3333333333335
17.82721,82.93588,3166.6666666666665
17.77977,83.25236,3416.6666666666665
17.82986,82.92871,6516.666666666667
17.82721,82.93588,5400.0
38.89037,-77.03196,5300.0
17.69165,83.1647,3383.3333333333335
25.94973,88.8881,6533.333333333333
17.80368,83.33904,3833.3333333333335
17.73196,83.33749,6033.333333333333
17.73421,83.29713,5766.666666666667
17.69165,83.1647,3083.3333333333335
38.89037,-77.03196,5483.333333333333
17.74557,83.22813,3250.0
17.80817,83.34362,4066.6666666666665
17.82721,82.93588,3616.6666666666665
17.72862,83.29206,4866.666666666667
17.82721,82.93588,3766.6666666666665
17.82721,82.93588,2850.0
17.77808,83.05266,6133.333333333333
17.82721,82.93588,6400.0
17.80187,83.35313,4225.0
17.75576,83.34162,5700.0
26.20748,-80.10254,7650.0
17.77057,82.98822,3350.0
17.82721,82.93588,6450.0
17.82721,82.93588,6500.0
18.4532,83.89568,3700.0
17.74794,83.26313,4425.0
17.82721,82.93588,3000.0
17.73955,83.3208,5533.333333333333
17.82721,82.93588,4966.666666666667
61.60054,40.00585,4983.333333333333
17.68835,83.11955,2050.0
17.58203,78.42809,4533.333333333333
22.56069,72.95367,5500.0
13.73523,79.47287,5366.666666666667
48.62749,-0.83014,8466.666666666666
17.57118,78.42618,4516.666666666667
17.39748,78.48035,4616.666666666667
38.89037,-77.03196,14600.0
17.49833,78.33847,4900.0
13.73523,79.47287,3783.3333333333335
38.89037,-77.03196,3283.3333333333335
38.89037,-77.03196,9133.333333333334
17.54604,78.29801,3416.6666666666665
13.73523,79.47287,4275.0
13.73523,79.47287,3183.3333333333335
17.27185,78.58371,3233.3333333333335
13.73523,79.47287,3316.6666666666665
17.43168,78.54706,4683.333333333333
13.73523,79.47287,3916.6666666666665
38.89037,-77.03196,4333.333333333333
38.89037,-77.03196,5225.0
24.9076,88.75895,4350.0
17.25951,78.47533,5200.0
13.73523,79.47287,2900.0
38.89037,-77.03196,5166.666666666667
17.31876,78.55844,4866.666666666667
38.89037,-77.03196,5150.0
15.79751,78.05043,8400.0
23.18667,77.45605,4150.0
17.81987,83.20579,3366.6666666666665
17.69707,83.20819,4133.333333333333
17.80147,83.22367,3150.0
17.68722,83.19797,4100.0
17.88938,83.45031,3083.3333333333335
17.93246,83.42684,3166.6666666666665
17.68787,83.20047,3416.6666666666665
17.69121,83.20488,6516.666666666667
17.68554,83.216,5400.0
17.67906,83.20041,5300.0
17.68686,83.21834,3383.3333333333335
17.6976,83.20872,6533.333333333333
17.80368,83.33904,3833.3333333333335
17.68689,83.21846,6033.333333333333
17.73421,83.29713,5766.666666666667
17.68686,83.21834,3083.3333333333335
38.89037,-77.03196,5483.333333333333
17.6935,83.20529,3250.0
17.80817,83.34362,4066.6666666666665
17.68562,83.20974,3616.6666666666665
17.72862,83.29206,4866.666666666667
17.68083,83.20209,3766.6666666666665
17.69136,83.20586,2850.0
17.25725,80.15723,6133.333333333333
17.68083,83.20209,6400.0
17.80187,83.35313,4225.0
17.68928,83.19875,5700.0
17.73628,83.3397,7650.0
17.68103,83.2053,3350.0
17.68083,83.20209,6450.0
17.68083,83.20209,6500.0
18.4532,83.89568,3700.0
17.68149,83.20598,4425.0
17.88938,83.45031,3000.0
17.73955,83.3208,5533.333333333333
17.74048,83.2487,4966.666666666667
17.79329,83.38739,4983.333333333333
17.68835,83.11955,2050.0
20.37535,85.89015,5400.0
20.24138,85.80591,5425.0
25.08747,89.75202,6033.333333333333
20.98524,86.00937,5766.666666666667
20.20708,85.67779,3250.0
20.28865,85.74271,3900.0
20.20708,85.67779,5783.333333333333
20.31505,85.87965,4950.0
29.60244,-82.98194,5350.0
20.20708,85.67779,4783.333333333333
20.88067,84.8833,6650.0
20.20708,85.67779,3550.0
20.11936,83.64523,4875.0
24.8866,85.67353,5200.0
20.22827,85.81462,3725.0
20.2888,85.81258,7050.0
20.20708,85.67779,6900.0
20.31515,85.78035,6083.333333333333
20.20708,85.67779,6033.333333333333
20.36049,85.83738,5400.0
20.22827,85.81462,3775.0
25.08748,89.75202,5400.0
23.54085,86.67125,6716.666666666667
30.47366,74.5184,9600.0
38.89037,-77.03196,6183.333333333333
20.20708,85.67779,5716.666666666667
20.32762,85.81532,6283.333333333333
38.89037,-77.03196,6000.0
26.88864,85.49674,7200.0
20.20708,85.67779,6300.0
16.51976,80.69387,4133.333333333333
16.54344,80.80814,5475.0
16.47964,80.61777,4083.3333333333335
16.59048,81.89355,3400.0
16.54344,80.80814,3366.6666666666665
16.54765,80.72415,4100.0
16.54344,80.80814,3333.3333333333335
16.50231,80.64642,4875.0
16.52185,80.6901,3483.3333333333335
16.52218,80.67664,3850.0
16.49372,80.64733,3466.6666666666665
16.52052,80.67518,4175.0
16.47971,80.6178,4016.6666666666665
16.54344,80.80814,3700.0
14.69119,77.59956,5300.0
16.54344,80.80814,3825.0
30.67609,76.74147,3916.6666666666665
16.51079,80.72928,3316.6666666666665
16.67068,80.57198,3375.0
16.60306,80.77919,4075.0
16.51107,80.71512,3800.0
16.51007,80.66592,4750.0
16.4989,80.65513,4350.0
16.49781,80.65395,4850.0
16.54344,80.80814,3050.0
16.49636,80.64281,3500.0
16.50646,80.17454,3300.0
16.47391,80.59888,3300.0
16.41682,80.57407,3716.6666666666665
16.32008,80.41256,2775.0
13.98448,77.77049,3716.6666666666665
16.30891,80.41505,4400.0
16.99545,81.77454,3400.0
28.65919,77.44102,3300.0
16.31059,80.40537,3550.0
16.35544,80.44122,3300.0
16.47391,80.59888,3300.0
16.42504,80.57636,3716.6666666666665
16.32008,80.41256,2775.0
16.30426,80.43276,3716.6666666666665
16.30891,80.41505,4400.0
16.31059,80.40537,3400.0
16.87219,79.56726,3300.0
16.31059,80.40537,3550.0
16.90902,80.12023,4133.333333333333
21.10891,79.10413,5475.0
16.56601,80.54985,4083.3333333333335
16.54344,80.80814,3400.0
16.90902,80.12023,3366.6666666666665
16.90902,80.12023,4100.0
16.90902,80.12023,3333.3333333333335
16.50231,80.64642,4875.0
16.52165,80.6887,3483.3333333333335
16.52507,80.68155,3850.0
16.48084,80.66586,3466.6666666666665
16.90902,80.12023,4175.0
16.90902,80.12023,4016.6666666666665
16.90902,80.12023,3700.0
16.51554,80.6732,5300.0
16.90902,80.12023,3825.0
30.67609,76.74147,3916.6666666666665
16.90902,80.12023,3316.6666666666665
16.60428,77.741,3375.0
17.50974,78.31304,4075.0
16.90902,80.12023,3800.0
16.50884,80.66773,4750.0
16.90902,80.12023,4350.0
38.89037,-77.03196,4850.0
16.90902,80.12023,3050.0
16.89846,80.10108,3500.0
16.99142,82.24631,3625.0
38.89037,-77.03196,4325.0
16.99804,82.22247,3575.0
17.53205,78.43606,4533.333333333333
38.89037,-77.03196,5500.0
26.6502,86.62478,5366.666666666667
23.7833,90.3576,8466.666666666666
23.7833,90.3576,4516.666666666667
23.7833,90.3576,4616.666666666667
38.89037,-77.03196,14600.0
17.49833,78.33847,4900.0
28.61369,77.31702,3783.3333333333335
26.49066,80.2521,3283.3333333333335
38.89037,-77.03196,9133.333333333334
26.6502,86.62478,3416.6666666666665
28.61369,77.31702,4275.0
28.61369,77.31702,3183.3333333333335
26.6502,86.62478,3233.3333333333335
26.6502,86.62478,3316.6666666666665
38.89037,-77.03196,4683.333333333333
28.61369,77.31702,3916.6666666666665
21.9059,71.89546,4333.333333333333
25.74536,89.25161,5225.0
28.39678,77.28777,4350.0
17.50468,78.36114,5200.0
17.40833,78.55573,2900.0
17.41014,78.55848,5166.666666666667
17.31876,78.55844,4866.666666666667
23.98532,89.54859,5150.0
26.48435,80.24731,8400.0
27.8564,78.0812,4150.0
17.58203,78.42809,4533.333333333333
22.56069,72.95367,5500.0
15.65862,79.03391,5366.666666666667
15.21704,79.9117,8466.666666666666
17.57118,78.42618,4516.666666666667
15.21639,79.90428,4616.666666666667
38.89037,-77.03196,14600.0
17.49719,78.34036,4900.0
17.41122,78.60676,3783.3333333333335
17.51997,78.24797,3283.3333333333335
13.35885,77.12064,9133.333333333334
17.54604,78.29801,3416.6666666666665
14.52255,79.78672,4275.0
15.65862,79.03391,3183.3333333333335
17.27185,78.58371,3233.3333333333335
17.42531,78.64544,3316.6666666666665
15.21639,79.90428,4683.333333333333
17.2715,78.53914,3916.6666666666665
17.41323,78.5649,4333.333333333333
15.69071,77.33179,5225.0
24.9076,88.75895,4350.0
15.20693,79.91265,5200.0
15.08901,78.49602,2900.0
17.07798,78.47415,5166.666666666667
17.32109,78.56657,4866.666666666667
15.22452,79.92257,5150.0
15.79751,78.05043,8400.0
23.18667,77.45605,4150.0
16.42302,80.85671,4133.333333333333
16.96355,82.24845,5475.0
16.56601,80.54985,4083.3333333333335
16.54344,80.80814,3400.0
16.43459,80.76768,3366.6666666666665
16.51912,80.36195,4100.0
16.43459,80.76768,3333.3333333333335
16.50231,80.64642,4875.0
16.52165,80.6887,3483.3333333333335
16.52507,80.68155,3850.0
16.48084,80.66586,3466.6666666666665
16.43459,80.76768,4175.0
16.43459,80.76768,4016.6666666666665
16.43459,80.76768,3700.0
13.0358,80.13526,5300.0
16.47974,80.67237,3825.0
30.67609,76.74147,3916.6666666666665
16.43367,80.7624,3316.6666666666665
16.58965,80.52177,3375.0
16.53817,80.5988,4075.0
16.50779,80.72019,3800.0
16.50884,80.66773,4750.0
16.43459,80.76768,4350.0
41.54961,-84.91012,4850.0
16.43412,80.76817,3050.0
17.74794,83.26313,3500.0
16.491,80.69018,4133.333333333333
16.49481,80.69117,5475.0
16.56601,80.54985,4083.3333333333335
16.47964,80.61777,3400.0
16.49936,80.68886,3366.6666666666665
16.51615,80.6928,4100.0
54.81844,26.6997,3333.3333333333335
16.50231,80.64642,4875.0
16.51679,80.693,3483.3333333333335
16.52507,80.68155,3850.0
16.48476,80.67998,3466.6666666666665
16.52308,80.66286,4175.0
16.18575,80.91641,4016.6666666666665
16.5433,80.5839,3700.0
13.0358,80.13526,5300.0
16.47521,80.69825,3825.0
30.67609,76.74147,3916.6666666666665
16.48457,80.68975,3316.6666666666665
16.28357,81.25803,3375.0
16.53817,80.5988,4075.0
16.50009,80.69151,3800.0
10.99089,78.01299,4750.0
16.49624,80.66195,4350.0
38.89037,-77.03196,4850.0
38.89037,-77.03196,3050.0
38.89037,-77.03196,3500.0
16.47391,80.59888,3300.0
16.47391,80.59888,3300.0
16.42504,80.57636,3716.6666666666665
16.32008,80.41256,2775.0
16.47391,80.59888,3716.6666666666665
16.30891,80.41505,4400.0
17.0265,81.78439,3400.0
28.65919,77.44102,3300.0
16.31059,80.40537,3550.0
14.5394,77.38964,4133.333333333333
17.50166,78.31227,5475.0
16.56798,80.54315,4083.3333333333335
16.54344,80.80814,3400.0
14.5394,77.38964,3366.6666666666665
14.5394,77.38964,4100.0
14.5394,77.38964,3333.3333333333335
16.50231,80.64642,4875.0
16.52165,80.6887,3483.3333333333335
16.49937,80.65522,3850.0
16.48084,80.66586,3466.6666666666665
14.5394,77.38964,4175.0
16.61742,80.54004,4016.6666666666665
14.5394,77.38964,3700.0
13.0358,80.13526,5300.0
16.47521,80.69825,3825.0
30.67609,76.74147,3916.6666666666665
16.4629,80.71779,3316.6666666666665
16.62465,80.52959,3375.0
17.50974,78.31304,4075.0
16.50779,80.72019,3800.0
13.04829,80.2438,4750.0
14.5394,77.38964,4350.0
41.54961,-84.91012,4850.0
14.5394,77.38964,3050.0
13.04829,80.2438,3500.0
13.97403,76.20259,5316.666666666667
12.80099,75.88815,11283.333333333334
13.97403,76.20259,7900.0
14.72786,78.02646,5800.0
13.08404,77.6181,7200.0
12.98943,77.50107,4183.333333333333
13.01482,77.57771,19075.0
13.03714,77.59228,8866.666666666666
13.97403,76.20259,4883.333333333333
38.89037,-77.03196,6600.0
13.03895,77.47893,7616.666666666667
13.97403,76.20259,7533.333333333333
29.17026,75.71921,11116.666666666666
13.00399,80.10149,18833.333333333332
13.97403,76.20259,5850.0
15.15062,76.92085,5425.0
13.06683,77.59509,5100.0
38.89037,-77.03196,8750.0
13.03865,77.66115,4283.333333333333
12.99012,77.56656,5450.0
38.89037,-77.03196,6883.333333333333
8.50578,77.00329,7350.0
13.02184,77.6031,4883.333333333333
13.06825,77.54105,6550.0
12.99355,77.57988,10575.0
12.17289,75.93288,8000.0
13.02497,77.61105,4700.0
38.89037,-77.03196,10450.0
13.07894,77.51661,3866.6666666666665
17.08979,80.04856,6733.333333333333
13.97403,76.20259,6266.666666666667
13.97403,76.20259,5250.0
13.06271,77.5855,6816.666666666667
13.97403,76.20259,5650.0
13.03895,77.47893,5816.666666666667
17.14673,79.62106,6183.333333333333
10.8231,79.3813,5850.0
12.2157,77.00421,6850.0
38.89037,-77.03196,6266.666666666667
13.03952,77.64163,8500.0
13.97403,76.20259,5000.0
13.97403,76.20259,5600.0
38.89037,-77.03196,9683.333333333334
13.30424,76.26668,5866.666666666667
13.97403,76.20259,3916.6666666666665
13.97403,76.20259,7275.0
38.89037,-77.03196,3850.0
12.95194,77.54445,5916.666666666667
13.08155,77.50293,3950.0
13.04487,77.50151,6016.666666666667
13.03694,77.57456,6850.0
26.76329,80.93466,5516.666666666667
13.97403,76.20259,6750.0
13.12452,77.48849,5850.0
13.97403,76.20259,7150.0
13.07931,77.55911,5183.333333333333
17.6454,75.88716,4800.0
13.28815,77.53181,7200.0
13.97403,76.20259,4066.6666666666665
14.93845,79.36261,6050.0
13.97403,76.20259,6250.0
13.09783,77.56266,5083.333333333333
12.11044,76.936,7333.333333333333
13.97403,76.20259,7683.333333333333
13.97403,76.20259,4183.333333333333
12.39241,75.90576,5075.0
13.97403,76.20259,6216.666666666667
13.97403,76.20259,4000.0
13.97403,76.20259,2950.0
9.97456,78.14076,5425.0
13.97403,76.20259,5050.0
13.97403,76.20259,5700.0
13.97403,76.20259,5700.0
12.02054,75.98869,5350.0
13.97403,76.20259,4800.0
38.89037,-77.03196,4150.0
15.47033,78.47094,3325.0
17.81987,83.20579,3366.6666666666665
29.34243,76.29568,4133.333333333333
17.80147,83.22367,3150.0
9.89917,78.04475,4100.0
17.88938,83.45031,3083.3333333333335
17.93246,83.42684,3166.6666666666665
17.7537,83.29385,3416.6666666666665
17.73854,83.33626,6516.666666666667
17.91281,82.81399,5400.0
17.75005,83.25141,5300.0
17.69165,83.1647,3383.3333333333335
23.51615,89.31969,6533.333333333333
17.80368,83.33904,3833.3333333333335
17.9243,82.49631,6033.333333333333
17.72533,83.29892,5766.666666666667
17.69165,83.1647,3083.3333333333335
38.89037,-77.03196,5483.333333333333
17.72396,83.20569,3250.0
17.80817,83.34362,4066.6666666666665
17.91281,82.81399,3616.6666666666665
17.72862,83.29206,4866.666666666667
17.91281,82.81399,3766.6666666666665
17.68904,83.13992,2850.0
17.25725,80.15723,6133.333333333333
17.91281,82.81399,6400.0
17.80187,83.35313,4225.0
13.02391,80.20299,5700.0
26.20748,-80.10254,7650.0
17.7968,83.21119,3350.0
17.91281,82.81399,6450.0
17.91281,82.81399,6500.0
18.4532,83.89568,3700.0
17.74794,83.26313,4425.0
17.88938,83.45031,3000.0
17.89885,82.78066,5533.333333333333
17.74048,83.2487,4966.666666666667
17.79329,83.38739,4983.333333333333
17.91686,82.8142,2050.0
16.41682,80.57407,3300.0
16.42504,80.57636,3300.0
16.42445,80.56611,3716.6666666666665
16.32008,80.41256,2775.0
16.42504,80.57636,3716.6666666666665
16.30564,80.42163,4400.0
38.89037,-77.03196,3400.0
16.30003,80.45792,3300.0
38.89037,-77.03196,3550.0
27.14989,78.05945,3483.3333333333335
27.22519,79.04311,3500.0
21.17242,79.11076,3683.3333333333335
17.26112,78.40573,2733.3333333333335
27.69021,78.70889,3333.3333333333335
17.33244,78.45553,3766.6666666666665
28.49326,77.29764,3883.3333333333335
28.68373,77.20158,4125.0
27.16267,78.03928,3100.0
28.62065,77.06278,2700.0
27.2003,77.96712,6173.158108898554
17.58203,78.42809,4533.333333333333
24.64496,89.25445,5500.0
16.75789,80.28827,5366.666666666667
16.76723,80.28653,8466.666666666666
17.57118,78.42618,4516.666666666667
16.7771,80.28596,4616.666666666667
38.89037,-77.03196,14600.0
17.49719,78.34036,4900.0
17.41122,78.60676,3783.3333333333335
38.89037,-77.03196,3283.3333333333335
38.89037,-77.03196,9133.333333333334
17.54604,78.29801,3416.6666666666665
16.75789,80.28827,4275.0
16.75789,80.28827,3183.3333333333335
17.27185,78.58371,3233.3333333333335
17.42531,78.64544,3316.6666666666665
17.49661,78.37274,4683.333333333333
17.2715,78.53914,3916.6666666666665
16.75789,80.28827,4333.333333333333
12.9411,79.1716,5225.0
24.9076,88.75895,4350.0
6.2376,80.16205,5200.0
16.75789,80.28827,2900.0
38.89037,-77.03196,5166.666666666667
38.89037,-77.03196,4866.666666666667
16.75699,80.29591,5150.0
16.75789,80.28827,8400.0
23.18667,77.45605,4150.0
22.76413,86.21336,5316.666666666667
12.995,77.57347,11283.333333333334
13.02953,77.54019,7900.0
13.9322,77.42893,5800.0
13.08404,77.6181,7200.0
13.01511,77.66527,4183.333333333333
13.01482,77.57771,19075.0
13.10967,77.46465,8866.666666666666
13.10967,77.46465,4883.333333333333
38.89037,-77.03196,6600.0
13.04999,77.63663,7616.666666666667
13.056,77.63255,7533.333333333333
29.17026,75.71921,11116.666666666666
12.99105,77.58855,18833.333333333332
16.43495,81.70214,5850.0
17.91948,77.50879,5425.0
13.06634,77.59699,5100.0
38.89037,-77.03196,8750.0
13.03788,77.64889,4283.333333333333
12.99012,77.56656,5450.0
27.20003,77.94711,6883.333333333333
38.89037,-77.03196,7350.0
13.13524,78.00561,4883.333333333333
13.04277,77.55027,6550.0
12.9944,77.57803,10575.0
26.12815,-80.24516,8000.0
13.02497,77.61105,4700.0
38.89037,-77.03196,10450.0
13.07894,77.51661,3866.6666666666665
16.44988,81.6992,6733.333333333333
13.05272,77.61979,6266.666666666667
13.10967,77.46465,5250.0
13.06271,77.5855,6816.666666666667
13.10967,77.46465,5650.0
13.08277,77.55972,5816.666666666667
16.35617,81.66432,6183.333333333333
13.10967,77.46465,5850.0
13.02845,77.51979,6850.0
38.89037,-77.03196,6266.666666666667
17.02836,81.09509,8500.0
16.44988,81.6992,5000.0
13.10967,77.46465,5600.0
13.0829,77.56005,9683.333333333334
13.7988,75.75549,5866.666666666667
12.97958,77.87471,3916.6666666666665
16.44988,81.6992,7275.0
38.89037,-77.03196,3850.0
12.95194,77.54445,5916.666666666667
13.07932,77.50161,3950.0
13.04487,77.50151,6016.666666666667
13.03694,77.57456,6850.0
26.76329,80.93466,5516.666666666667
13.08248,77.62458,6750.0
12.79942,77.80221,5850.0
38.89037,-77.03196,7150.0
38.89037,-77.03196,5183.333333333333
15.82852,77.99589,4800.0
13.36996,77.40608,7200.0
13.13524,78.00561,4066.6666666666665
16.44988,81.6992,6050.0
13.11523,77.27666,6250.0
13.10212,77.57685,5083.333333333333
16.71959,77.26814,7333.333333333333
13.10967,77.46465,7683.333333333333
13.02825,77.72379,4183.333333333333
13.30803,76.47371,5075.0
13.04816,77.51509,6216.666666666667
38.89037,-77.03196,4000.0
13.11196,77.98731,2950.0
12.30796,76.67919,5425.0
38.89037,-77.03196,5050.0
38.89037,-77.03196,5700.0
13.25011,77.70788,5700.0
13.04947,77.6025,5350.0
13.05926,77.59294,4800.0
1.91872,104.0788,4150.0
17.68532,82.98742,3366.6666666666665
25.64403,85.07101,4133.333333333333
17.80147,83.22367,3150.0
15.97003,79.43701,4100.0
17.88938,83.45031,3083.3333333333335
17.6668,82.6095,3166.6666666666665
17.6668,82.6095,3416.6666666666665
17.6643,82.61437,6516.666666666667
17.6668,82.6095,5400.0
17.6643,82.61437,5300.0
17.69165,83.1647,3383.3333333333335
25.94973,88.8881,6533.333333333333
17.62323,82.74409,3833.3333333333335
17.73196,83.33749,6033.333333333333
17.73421,83.29713,5766.666666666667
17.6668,82.6095,3083.3333333333335
38.89037,-77.03196,5483.333333333333
17.67344,82.60257,3250.0
17.6668,82.6095,4066.6666666666665
17.6668,82.6095,3616.6666666666665
17.72862,83.29206,4866.666666666667
17.6668,82.6095,3766.6666666666665
17.6668,82.6095,2850.0
17.25725,80.15723,6133.333333333333
17.6668,82.6095,6400.0
17.80187,83.35313,4225.0
17.75576,83.34162,5700.0
26.20748,-80.10254,7650.0
17.7968,83.21119,3350.0
17.6668,82.6095,6450.0
17.6668,82.6095,6500.0
17.6668,82.6095,3700.0
17.6668,82.6095,4425.0
17.6668,82.6095,3000.0
17.73955,83.3208,5533.333333333333
17.75302,82.54895,4966.666666666667
17.6668,82.6095,4983.333333333333
17.71103,82.66318,2050.0
13.58824,80.03562,3125.0
13.70146,80.01845,2300.0
22.4867,88.20373,9433.333333333334
22.60644,88.40302,5183.333333333333
22.61827,88.38639,4650.0
22.75751,88.37986,2700.0
24.596,87.82016,4600.0
25.63148,88.54906,5066.666666666667
22.61827,88.38639,3416.6666666666665
38.89037,-77.03196,3316.6666666666665
22.73082,89.84302,10550.0
23.77908,90.3628,8433.333333333334
22.61827,88.38639,3516.6666666666665
23.77908,90.3628,5016.666666666667
22.61971,88.39218,3750.0
22.61827,88.38639,2916.6666666666665
22.61827,88.38639,4600.0
22.61827,88.38639,4650.0
22.70707,88.40938,4100.0
22.61827,88.38639,3316.6666666666665
38.89037,-77.03196,4033.3333333333335
25.63147,88.54906,3650.0
22.67765,88.40642,3566.6666666666665
23.78694,90.36494,5725.0
22.6194,88.39154,4583.333333333333
24.31245,87.84215,6433.333333333333
22.61827,88.38639,3516.6666666666665
24.54907,90.88157,3700.0
22.61158,88.37698,3750.0
22.59446,88.38437,7950.0
25.63147,88.54906,4400.0
22.6063,88.39138,6550.0
22.6537,88.36218,3383.3333333333335
26.69541,88.42286,6100.0
22.59269,88.3208,4475.0
22.61194,88.38862,2775.0
38.89037,-77.03196,9775.0
22.6194,88.39154,3483.3333333333335
22.68346,88.46148,3600.0
22.61827,88.38639,5183.333333333333
38.89037,-77.03196,3433.3333333333335
25.51667,87.7803,4700.0
22.61827,88.38639,2766.6666666666665
38.89037,-77.03196,3483.3333333333335
22.61827,88.38639,4066.6666666666665
22.61934,88.39228,4300.0
22.57834,88.39386,10000.0
22.61827,88.38639,4750.0
23.53066,86.6711,4225.0
38.89037,-77.03196,13183.333333333334
22.6194,88.39154,4100.0
26.51633,88.24336,3100.0
38.89037,-77.03196,3875.0
38.89037,-77.03196,7550.0
26.51633,88.24336,3750.0
23.78232,90.36268,3100.0
22.61427,88.41558,5200.0
